ID,Nome,Idade,Regiao,Contrato,Carteirinha,Inspecao_Medica,Primeiro_Contrato,Ultimo_Contrato,Recomendacao
13848,Felipe Barros Rocha,54,Oeste,Dependente (13847),Ativada,Dentro da validade,,,Sim
13849,Tatiana Moreira,25,Norte,Sem Contrato,Ativada,Fora da validade,2010-04-23,2015-04-22,Não
13850,Eduardo Moura Moreira,46,Norte,Dependente (13849),Ativada,Dentro da validade,2010-04-23,2015-04-22,Sim
13851,Fernando Alves,55,Oeste,Sem Contrato,Ativada,Fora da validade,2010-10-26,2011-10-26,Não
13852,Diego Pinto,19,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-12-21,2011-12-21,Não
13853,Monica Batista Pinto,36,Oeste,Dependente (13852),Desativada,Dentro da validade,,,Sim
13854,Felipe Barros Pinto,34,Oeste,Dependente (13852),Ativada,Fora da validade,,,Sim
13855,Monica Batista Pinto,48,Oeste,Dependente (13852),Ativada,Fora da validade,,,Sim
13856,Maria Santos,33,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-10-07,2020-10-04,Sim
13857,Amanda Dias Santos,57,Oeste,Dependente (13856),Desativada,Dentro da validade,,,Sim
13858,Felipe Barros Santos,18,Oeste,Dependente (13856),Desativada,Fora da validade,2010-10-07,2020-10-04,Sim
13859,Rodrigo Neves,29,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-07-13,2020-07-10,Sim
13860,Gabriel Ramos,50,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-01-08,2020-01-06,Não
13861,Fernanda Gomes Ramos,40,Oeste,Dependente (13860),Ativada,Fora da validade,,,Sim
13862,Fernando Alves,68,Oeste,Sem Contrato,Ativada,Fora da validade,2010-07-09,2015-07-08,Sim
13863,Bruno Castro Alves,31,Oeste,Dependente (13862),Ativada,Fora da validade,,,Sim
13864,Silvia Cavalcanti Alves,5,Oeste,Dependente (13862),Ativada,Fora da validade,,,Sim
13865,Lucas Teixeira Alves,44,Oeste,Dependente (13862),Ativada,Fora da validade,2010-07-09,2015-07-08,Sim
13866,Camila Rodrigues,61,Oeste,Sem Contrato,Ativada,Fora da validade,2010-03-12,2020-03-09,Não
13867,Fernanda Gomes Rodrigues,41,Oeste,Dependente (13866),Ativada,Dentro da validade,,,Sim
13868,Gabriel Ramos Rodrigues,9,Oeste,Dependente (13866),Desativada,Dentro da validade,,,Sim
13869,Daniela Sousa Rodrigues,64,Oeste,Dependente (13866),Desativada,Fora da validade,,,Sim
13870,Anderson Coelho,42,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-06-26,2020-06-23,Não
13871,João Silva Coelho,58,Oeste,Dependente (13870),Desativada,Dentro da validade,,,Sim
13872,Fernando Alves,67,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-12-12,2020-12-09,Sim
13873,Eduardo Moura Alves,38,Oeste,Dependente (13872),Ativada,Dentro da validade,,,Sim
13874,Camila Rodrigues Alves,46,Oeste,Dependente (13872),Desativada,Dentro da validade,,,Sim
13875,Maria Santos Alves,35,Oeste,Dependente (13872),Desativada,Fora da validade,,,Sim
13876,Daniela Sousa Alves,6,Oeste,Dependente (13872),Ativada,Fora da validade,2010-12-12,2020-12-09,Sim
13877,Tatiana Moreira Alves,52,Oeste,Dependente (13872),Desativada,Dentro da validade,,,Sim
13878,Fernanda Gomes Alves,8,Oeste,Dependente (13872),Ativada,Fora da validade,2010-12-12,2020-12-09,Sim
13879,Alexandre Araújo,18,Oeste,Sem Contrato,Ativada,Fora da validade,2010-10-03,2020-09-30,Não
13880,Felipe Barros Araújo,55,Oeste,Dependente (13879),Ativada,Dentro da validade,,,Sim
13881,Lucas Teixeira Araújo,39,Oeste,Dependente (13879),Desativada,Dentro da validade,,,Sim
13882,Tatiana Moreira Araújo,20,Oeste,Dependente (13879),Desativada,Dentro da validade,,,Sim
13883,Carolina Freitas Araújo,15,Oeste,Dependente (13879),Ativada,Dentro da validade,,,Sim
13884,Fernanda Gomes Araújo,46,Oeste,Dependente (13879),Desativada,Dentro da validade,,,Sim
13885,Bruno Castro Araújo,45,Oeste,Dependente (13879),Ativada,Fora da validade,,,Sim
13886,Leticia Cunha,24,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-07-25,2015-07-24,Sim
13887,Gabriel Ramos Cunha,18,Oeste,Dependente (13886),Desativada,Dentro da validade,,,Sim
13888,Renata Campos,36,Oeste,Sem Contrato,Desativada,Fora da validade,2010-11-17,2015-11-16,Sim
13889,João Silva Campos,18,Oeste,Dependente (13888),Ativada,Dentro da validade,,,Sim
13890,Simone Fonseca Campos,49,Oeste,Dependente (13888),Ativada,Fora da validade,,,Sim
13891,Vanessa Correia,62,Oeste,Sem Contrato,Ativada,Fora da validade,2010-02-23,2015-02-22,Não
13892,Carolina Freitas Correia,61,Oeste,Dependente (13891),Desativada,Dentro da validade,,,Sim
13893,Raquel Pires,68,Norte,Sem Contrato,Desativada,Fora da validade,2010-11-09,2020-11-06,Sim
13894,Fernanda Gomes Pires,42,Norte,Dependente (13893),Desativada,Dentro da validade,2010-11-09,2020-11-06,Sim
13895,Mariana Duarte,58,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-05-13,2020-05-10,Sim
13896,Henrique Lopes Duarte,42,Oeste,Dependente (13895),Desativada,Dentro da validade,2010-05-13,2020-05-10,Sim
13897,Patricia Rocha,32,Sul,Sem Contrato,Desativada,Fora da validade,2010-05-06,2015-05-05,Não
13898,Cristina Machado Rocha,8,Sul,Dependente (13897),Ativada,Fora da validade,,,Sim
13899,Felipe Barros Rocha,51,Sul,Dependente (13897),Ativada,Fora da validade,2010-05-06,2015-05-05,Sim
13900,Leticia Cunha Rocha,56,Sul,Dependente (13897),Desativada,Dentro da validade,,,Sim
13901,Daniela Sousa Rocha,41,Sul,Dependente (13897),Desativada,Dentro da validade,,,Sim
13902,Beatriz Cardoso Rocha,59,Sul,Dependente (13897),Desativada,Dentro da validade,,,Sim
13903,Gustavo Azevedo,34,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-12-14,2011-12-14,Sim
13904,Anderson Coelho Azevedo,37,Oeste,Dependente (13903),Desativada,Dentro da validade,2010-12-14,2011-12-14,Sim
13905,Anderson Coelho Azevedo,34,Oeste,Dependente (13903),Desativada,Dentro da validade,,,Sim
13906,Beatriz Cardoso Azevedo,61,Oeste,Dependente (13903),Desativada,Fora da validade,,,Sim
13907,Paulo Nascimento,46,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-10-13,2015-10-12,Sim
13908,Diego Pinto Nascimento,10,Oeste,Dependente (13907),Desativada,Dentro da validade,2010-10-13,2015-10-12,Sim
13909,João Silva Nascimento,61,Oeste,Dependente (13907),Ativada,Fora da validade,2010-10-13,2015-10-12,Sim
13910,João Silva Nascimento,8,Oeste,Dependente (13907),Desativada,Dentro da validade,,,Sim
13911,Adriana Farias Nascimento,64,Oeste,Dependente (13907),Ativada,Dentro da validade,2010-10-13,2015-10-12,Sim
13912,Amanda Dias,28,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-07-21,2011-07-21,Sim
13913,José Carvalho,29,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-01-01,2011-01-01,Não
13914,Renata Campos Carvalho,60,Oeste,Dependente (13913),Desativada,Fora da validade,,,Sim
13915,Raquel Pires,65,Norte,Sem Contrato,Desativada,Fora da validade,2010-08-24,2011-08-24,Sim
13916,Bruno Castro Pires,17,Norte,Dependente (13915),Desativada,Dentro da validade,,,Sim
13917,Felipe Barros,27,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-01-27,2011-01-27,Não
13918,Fernando Alves,26,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-01-21,2015-01-20,Não
13919,Monica Batista,35,Norte,Sem Contrato,Ativada,Fora da validade,2010-01-12,2015-01-11,Não
13920,Maria Santos Batista,45,Norte,Dependente (13919),Desativada,Dentro da validade,,,Sim
13921,Paula Melo Batista,16,Norte,Dependente (13919),Ativada,Dentro da validade,,,Sim
13922,Maria Santos Batista,57,Norte,Dependente (13919),Desativada,Dentro da validade,,,Sim
13923,Monica Batista Batista,40,Norte,Dependente (13919),Ativada,Fora da validade,,,Sim
13924,Simone Fonseca Batista,54,Norte,Dependente (13919),Ativada,Fora da validade,2010-01-12,2015-01-11,Sim
13925,Monica Batista,47,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-11-16,2011-11-16,Sim
13926,Renata Campos Batista,17,Oeste,Dependente (13925),Desativada,Dentro da validade,,,Sim
13927,Gustavo Azevedo Batista,22,Oeste,Dependente (13925),Ativada,Fora da validade,,,Sim
13928,Felipe Barros,35,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-07-16,2020-07-13,Não
13929,Patricia Rocha,57,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-07-30,2015-07-29,Não
13930,Fernanda Gomes Rocha,33,Oeste,Dependente (13929),Desativada,Dentro da validade,2010-07-30,2015-07-29,Sim
13931,Simone Fonseca Rocha,58,Oeste,Dependente (13929),Desativada,Dentro da validade,2010-07-30,2015-07-29,Sim
13932,Alexandre Araújo Rocha,40,Oeste,Dependente (13929),Desativada,Dentro da validade,,,Sim
13933,Roberto Martins Rocha,19,Oeste,Dependente (13929),Ativada,Fora da validade,,,Sim
13934,José Carvalho,29,Oeste,Sem Contrato,Ativada,Fora da validade,2010-02-06,2015-02-05,Sim
13935,Alexandre Araújo Carvalho,34,Oeste,Dependente (13934),Ativada,Fora da validade,,,Sim
13936,Leonardo Vieira Carvalho,21,Oeste,Dependente (13934),Desativada,Dentro da validade,2010-02-06,2015-02-05,Sim
13937,Paulo Nascimento Carvalho,27,Oeste,Dependente (13934),Desativada,Dentro da validade,,,Sim
13938,Ana Costa Carvalho,27,Oeste,Dependente (13934),Ativada,Fora da validade,,,Sim
13939,João Silva,59,Norte,Sem Contrato,Desativada,Fora da validade,2010-04-14,2020-04-11,Sim
13940,Vinicius Torres Silva,40,Norte,Dependente (13939),Desativada,Fora da validade,,,Sim
13941,Raquel Pires,68,Oeste,Sem Contrato,Ativada,Fora da validade,2010-04-27,2020-04-24,Não
13942,João Silva Pires,50,Oeste,Dependente (13941),Ativada,Fora da validade,2010-04-27,2020-04-24,Sim
13943,Daniela Sousa,53,Sul,Sem Contrato,Ativada,Dentro da validade,2010-08-11,2015-08-10,Sim
13944,Ricardo Barbosa,19,Sul,Sem Contrato,Desativada,Fora da validade,2010-06-10,2015-06-09,Sim
13945,Ana Costa Barbosa,8,Sul,Dependente (13944),Ativada,Dentro da validade,2010-06-10,2015-06-09,Sim
13946,Juliana Lima Barbosa,12,Sul,Dependente (13944),Ativada,Dentro da validade,,,Sim
13947,Fernanda Gomes Barbosa,57,Sul,Dependente (13944),Ativada,Dentro da validade,,,Sim
13948,João Silva Barbosa,17,Sul,Dependente (13944),Desativada,Dentro da validade,,,Sim
13949,Patricia Rocha,50,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-09-29,2015-09-28,Não
13950,Gabriel Ramos Rocha,8,Oeste,Dependente (13949),Desativada,Fora da validade,,,Sim
13951,Roberto Martins,65,Oeste,Sem Contrato,Ativada,Fora da validade,2010-07-21,2011-07-21,Sim
13952,Eduardo Moura Martins,35,Oeste,Dependente (13951),Ativada,Dentro da validade,2010-07-21,2011-07-21,Sim
13953,Rafael Mendes Martins,47,Oeste,Dependente (13951),Ativada,Fora da validade,,,Sim
13954,Adriana Farias,65,Sul,Sem Contrato,Desativada,Fora da validade,2010-03-31,2020-03-28,Sim
13955,Vinicius Torres Farias,28,Sul,Dependente (13954),Desativada,Fora da validade,,,Sim
13956,Camila Rodrigues,34,Sul,Sem Contrato,Ativada,Fora da validade,2010-06-18,2015-06-17,Sim
13957,Isabela Castro Rodrigues,36,Sul,Dependente (13956),Ativada,Dentro da validade,,,Sim
13958,Fernanda Gomes Rodrigues,62,Sul,Dependente (13956),Ativada,Fora da validade,,,Sim
13959,Paula Melo Rodrigues,23,Sul,Dependente (13956),Ativada,Fora da validade,,,Sim
13960,Henrique Lopes,45,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-01-21,2011-01-21,Não
13961,Tatiana Moreira,33,Oeste,Sem Contrato,Ativada,Fora da validade,2010-05-11,2020-05-08,Sim
13962,Pedro Oliveira Moreira,37,Oeste,Dependente (13961),Desativada,Dentro da validade,2010-05-11,2020-05-08,Sim
13963,Thiago Monteiro,31,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-05-18,2011-05-18,Não
13964,Leonardo Vieira,29,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-05-01,2015-04-30,Sim
13965,Amanda Dias Vieira,41,Oeste,Dependente (13964),Desativada,Dentro da validade,,,Sim
13966,Leticia Cunha Vieira,42,Oeste,Dependente (13964),Desativada,Fora da validade,,,Sim
13967,Fernando Alves Vieira,50,Oeste,Dependente (13964),Ativada,Fora da validade,,,Sim
13968,Adriana Farias,53,Sul,Sem Contrato,Ativada,Fora da validade,2010-09-11,2011-09-11,Não
13969,Diego Pinto,64,Oeste,Sem Contrato,Ativada,Fora da validade,2010-08-05,2011-08-05,Sim
13970,Leonardo Vieira Pinto,23,Oeste,Dependente (13969),Desativada,Dentro da validade,,,Sim
13971,Anderson Coelho,58,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-08-26,2020-08-23,Não
13972,Tatiana Moreira Coelho,51,Oeste,Dependente (13971),Desativada,Dentro da validade,2010-08-26,2020-08-23,Sim
13973,Tatiana Moreira Coelho,54,Oeste,Dependente (13971),Desativada,Dentro da validade,,,Sim
13974,Maria Santos,53,Oeste,Sem Contrato,Ativada,Fora da validade,2010-03-13,2011-03-13,Sim
13975,Lucas Teixeira Santos,11,Oeste,Dependente (13974),Desativada,Dentro da validade,,,Sim
13976,Pedro Oliveira,48,Oeste,Sem Contrato,Desativada,Fora da validade,2010-06-03,2015-06-02,Sim
13977,Bruno Castro Oliveira,29,Oeste,Dependente (13976),Desativada,Dentro da validade,2010-06-03,2015-06-02,Sim
13978,Gabriel Ramos Oliveira,18,Oeste,Dependente (13976),Ativada,Fora da validade,,,Sim
13979,Adriana Farias Oliveira,52,Oeste,Dependente (13976),Desativada,Fora da validade,,,Sim
13980,Simone Fonseca Oliveira,14,Oeste,Dependente (13976),Ativada,Fora da validade,2010-06-03,2015-06-02,Sim
13981,Vanessa Correia,37,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-09-21,2011-09-21,Não
13982,Maria Santos Correia,60,Oeste,Dependente (13981),Ativada,Dentro da validade,2010-09-21,2011-09-21,Sim
13983,Henrique Lopes Correia,52,Oeste,Dependente (13981),Ativada,Dentro da validade,,,Sim
13984,Roberto Martins,31,Oeste,Sem Contrato,Ativada,Fora da validade,2010-04-10,2011-04-10,Não
13985,Carlos Souza Martins,33,Oeste,Dependente (13984),Ativada,Fora da validade,2010-04-10,2011-04-10,Sim
13986,Henrique Lopes Martins,57,Oeste,Dependente (13984),Ativada,Fora da validade,2010-04-10,2011-04-10,Sim
13987,Juliana Lima Martins,62,Oeste,Dependente (13984),Ativada,Dentro da validade,,,Sim
13988,Gustavo Azevedo,24,Oeste,Sem Contrato,Ativada,Fora da validade,2010-12-19,2011-12-19,Não
13989,Alexandre Araújo Azevedo,32,Oeste,Dependente (13988),Desativada,Dentro da validade,2010-12-19,2011-12-19,Sim
13990,Monica Batista Azevedo,64,Oeste,Dependente (13988),Desativada,Fora da validade,,,Sim
13991,João Silva,24,Oeste,Sem Contrato,Ativada,Fora da validade,2010-07-25,2020-07-22,Não
13992,Marcos Pereira Silva,27,Oeste,Dependente (13991),Ativada,Fora da validade,,,Sim
13993,Vanessa Correia Silva,12,Oeste,Dependente (13991),Desativada,Fora da validade,2010-07-25,2020-07-22,Sim
13994,Beatriz Cardoso Silva,7,Oeste,Dependente (13991),Desativada,Dentro da validade,,,Sim
13995,Ana Costa Silva,60,Oeste,Dependente (13991),Desativada,Fora da validade,,,Sim
13996,Ricardo Barbosa Silva,5,Oeste,Dependente (13991),Ativada,Dentro da validade,2010-07-25,2020-07-22,Sim
13997,Rafael Mendes,23,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-06-01,2015-05-31,Sim
13998,Fernando Alves Mendes,18,Oeste,Dependente (13997),Desativada,Dentro da validade,,,Sim
13999,Vinicius Torres,58,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-10-27,2015-10-26,Não
14000,João Silva Torres,32,Oeste,Dependente (13999),Ativada,Dentro da validade,2010-10-27,2015-10-26,Sim
14001,Raquel Pires Torres,38,Oeste,Dependente (13999),Ativada,Fora da validade,,,Sim
14002,Silvia Cavalcanti Torres,62,Oeste,Dependente (13999),Desativada,Dentro da validade,,,Sim
14003,Beatriz Cardoso,54,Oeste,Sem Contrato,Desativada,Fora da validade,2010-02-02,2015-02-01,Sim
14004,Beatriz Cardoso Cardoso,16,Oeste,Dependente (14003),Desativada,Dentro da validade,2010-02-02,2015-02-01,Sim
14005,Rafael Mendes Cardoso,47,Oeste,Dependente (14003),Ativada,Dentro da validade,,,Sim
14006,Leonardo Vieira Cardoso,11,Oeste,Dependente (14003),Ativada,Fora da validade,,,Sim
14007,Vanessa Correia Cardoso,21,Oeste,Dependente (14003),Ativada,Dentro da validade,,,Sim
14008,Maria Santos,28,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-02-03,2015-02-02,Não
14009,Marcos Pereira Santos,60,Oeste,Dependente (14008),Desativada,Dentro da validade,,,Sim
14010,Rafael Mendes Santos,5,Oeste,Dependente (14008),Desativada,Fora da validade,,,Sim
14011,Adriana Farias,65,Oeste,Sem Contrato,Desativada,Fora da validade,2010-09-21,2020-09-18,Não
14012,Ricardo Barbosa Farias,49,Oeste,Dependente (14011),Ativada,Dentro da validade,,,Sim
14013,Paulo Nascimento Farias,22,Oeste,Dependente (14011),Ativada,Fora da validade,,,Sim
14014,Anderson Coelho,56,Sul,Sem Contrato,Ativada,Dentro da validade,2010-03-18,2011-03-18,Não
14015,Anderson Coelho,55,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-09-14,2020-09-11,Não
14016,Raquel Pires,54,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-04-20,2020-04-17,Não
14017,Lucia Ferreira Pires,37,Oeste,Dependente (14016),Ativada,Dentro da validade,,,Sim
14018,Patricia Rocha Pires,14,Oeste,Dependente (14016),Ativada,Dentro da validade,,,Sim
14019,João Silva Pires,62,Oeste,Dependente (14016),Desativada,Dentro da validade,,,Sim
14020,Tatiana Moreira Pires,62,Oeste,Dependente (14016),Ativada,Fora da validade,,,Sim
14021,Lucas Teixeira,62,Oeste,Sem Contrato,Ativada,Fora da validade,2010-07-23,2011-07-23,Não
14022,Gustavo Azevedo Teixeira,11,Oeste,Dependente (14021),Ativada,Fora da validade,,,Sim
14023,Isabela Castro,64,Sul,Sem Contrato,Ativada,Dentro da validade,2010-01-27,2020-01-25,Não
14024,Leonardo Vieira Castro,54,Sul,Dependente (14023),Ativada,Dentro da validade,,,Sim
14025,Adriana Farias Castro,8,Sul,Dependente (14023),Ativada,Dentro da validade,,,Sim
14026,Vanessa Correia Castro,48,Sul,Dependente (14023),Ativada,Dentro da validade,,,Sim
14027,Amanda Dias,58,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-01-14,2020-01-12,Sim
14028,Gustavo Azevedo Dias,29,Oeste,Dependente (14027),Desativada,Dentro da validade,2010-01-14,2020-01-12,Sim
14029,Roberto Martins Dias,19,Oeste,Dependente (14027),Ativada,Dentro da validade,,,Sim
14030,Amanda Dias Dias,57,Oeste,Dependente (14027),Ativada,Dentro da validade,2010-01-14,2020-01-12,Sim
14031,Marcelo Rezende,29,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-02-16,2015-02-15,Sim
14032,Thiago Monteiro Rezende,23,Oeste,Dependente (14031),Desativada,Dentro da validade,,,Sim
14033,Juliana Lima,25,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-02-26,2015-02-25,Não
14034,Henrique Lopes Lima,30,Oeste,Dependente (14033),Desativada,Fora da validade,,,Sim
14035,Leonardo Vieira Lima,30,Oeste,Dependente (14033),Desativada,Dentro da validade,,,Sim
14036,Ricardo Barbosa Lima,34,Oeste,Dependente (14033),Ativada,Dentro da validade,,,Sim
14037,Thiago Monteiro,18,Oeste,Sem Contrato,Desativada,Fora da validade,2010-12-09,2020-12-06,Não
14038,João Silva Monteiro,18,Oeste,Dependente (14037),Desativada,Dentro da validade,,,Sim
14039,Camila Rodrigues Monteiro,8,Oeste,Dependente (14037),Desativada,Dentro da validade,,,Sim
14040,Eduardo Moura Monteiro,58,Oeste,Dependente (14037),Desativada,Dentro da validade,,,Sim
14041,Rodrigo Neves Monteiro,54,Oeste,Dependente (14037),Desativada,Dentro da validade,,,Sim
14042,Renata Campos,47,Oeste,Sem Contrato,Desativada,Fora da validade,2010-02-09,2011-02-09,Não
14043,Raquel Pires,27,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-11-25,2011-11-25,Sim
14044,Lucia Ferreira,56,Sul,Sem Contrato,Ativada,Dentro da validade,2010-08-03,2011-08-03,Não
14045,Paula Melo Ferreira,26,Sul,Dependente (14044),Desativada,Fora da validade,,,Sim
14046,Silvia Cavalcanti,53,Oeste,Sem Contrato,Ativada,Fora da validade,2010-02-23,2011-02-23,Sim
14047,Ricardo Barbosa,67,Oeste,Sem Contrato,Desativada,Fora da validade,2010-11-30,2020-11-27,Sim
14048,Gabriel Ramos Barbosa,36,Oeste,Dependente (14047),Ativada,Fora da validade,2010-11-30,2020-11-27,Sim
14049,Roberto Martins Barbosa,12,Oeste,Dependente (14047),Ativada,Dentro da validade,2010-11-30,2020-11-27,Sim
14050,Fernando Alves,52,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-12-21,2020-12-18,Não
14051,Vanessa Correia Alves,42,Oeste,Dependente (14050),Ativada,Dentro da validade,,,Sim
14052,Adriana Farias Alves,49,Oeste,Dependente (14050),Desativada,Fora da validade,,,Sim
14053,Patricia Rocha,48,Oeste,Sem Contrato,Ativada,Dentro da validade,2010-11-23,2011-11-23,Não
14054,Thiago Monteiro Rocha,19,Oeste,Dependente (14053),Ativada,Dentro da validade,,,Sim
14055,Juliana Lima Rocha,46,Oeste,Dependente (14053),Desativada,Dentro da validade,,,Sim
14056,Raquel Pires,33,Norte,Sem Contrato,Ativada,Fora da validade,2010-01-29,2015-01-28,Não
14057,Leticia Cunha,46,Oeste,Sem Contrato,Desativada,Dentro da validade,2010-01-22,2020-01-20,Sim
14058,Patricia Rocha Cunha,54,Oeste,Dependente (14057),Ativada,Dentro da validade,,,Sim
14059,Juliana Lima,60,Oeste,Sem Contrato,Ativada,Fora da validade,2010-10-26,2011-10-26,Sim
14060,Paulo Nascimento Lima,49,Oeste,Dependente (14059),Ativada,Dentro da validade,,,Sim
14061,Marcelo Rezende Lima,50,Oeste,Dependente (14059),Ativada,Dentro da validade,,,Sim
